Date,Away Team,Home Team,Trigger,Initial Call,Final Ruling,Ruling Description,Team Challenged,Challenge Outcome,Period,Game Clock - Review is Triggered,Video Link
10/29/2024,DAL,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,MIN,Successful,1,00:45.1,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400114_20241029_200010
10/29/2024,DAL,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,DAL,Successful,2,11:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400114_20241029_200752
10/29/2024,DEN,BKN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,BKN,Successful,3,04:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400113_20241029_211451
10/29/2024,DEN,BKN,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,BKN,Unsuccessful,3,03:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400113_20241029_212134
10/29/2024,DAL,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DAL,Unsuccessful,4,11:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400114_20241029_212403
10/29/2024,DAL,MIN,Challenge OOB,Away Team Ball,Stands,Away Team Ball,MIN,Unsuccessful,4,09:19.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400114_20241029_213036
10/29/2024,DEN,BKN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DEN,Unsuccessful,4,04:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400113_20241029_215204
10/29/2024,NOP,GSW,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,GSW,Successful,4,08:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400116_20241030_000204
10/30/2024,TOR,CHA,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,CHA,Successful,2,11:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400117_20241030_194058
10/30/2024,LAL,CLE,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,2,05:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400118_20241030_195202
10/30/2024,NYK,MIA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,NYK,Unsuccessful,1,03:11.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400122_20241030_200109
10/30/2024,BOS,IND,Challenge of Called Foul,Loose Ball Foul,Stands,Loose Ball Foul,BOS,Unsuccessful,2,04:08.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400119_20241030_200056
10/30/2024,ATL,WAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),ATL,Successful,2,04:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400121_20241030_200053
10/30/2024,BOS,IND,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,IND,Unsuccessful,2,02:08.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400119_20241030_200755
10/30/2024,ATL,WAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,WAS,Successful,3,10:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400121_20241030_203714
10/30/2024,TOR,CHA,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,TOR,Successful,4,07:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400117_20241030_210824
10/30/2024,SAS,OKC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,SAS,Successful,2,02:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400125_20241030_222727
10/30/2024,NOP,GSW,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),GSW,Successful,2,01:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400126_20241030_230209
10/30/2024,POR,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,LAC,Successful,2,02:56.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400127_20241030_232851
10/30/2024,NOP,GSW,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,GSW,Unsuccessful,4,05:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400126_20241031_001102
10/30/2024,POR,LAC,Challenge Goaltending/BI,Goaltending,Stands,Goaltending,LAC,Unsuccessful,3,01:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400127_20241031_001441
10/31/2024,SAS,UTA,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,UTA,Successful,1,07:54.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400130_20241031_211640
10/31/2024,HOU,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,HOU,Successful,2,09:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400129_20241031_212048
10/31/2024,SAS,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,3,05:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400130_20241031_223633
10/31/2024,SAS,UTA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,SAS,Successful,4,11:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400130_20241031_225415
11/01/2024,BOS,CHA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,3,08:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400132_20241101_202659
11/01/2024,SAC,ATL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ATL,Unsuccessful,2,02:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400135_20241101_203238
11/01/2024,NYK,DET,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,DET,Successful,4,08:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400134_20241101_204703
11/01/2024,CHI,BKN,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,BKN,Successful,3,10:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400136_20241101_204831
11/01/2024,IND,NOP,Challenge OOB,Jump Ball,Overturned,Home Team Ball,NOP,Successful,3,09:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400138_20241101_212059
11/01/2024,LAL,TOR,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,LAL,Successful,3,00:20.9,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400137_20241101_212348
11/01/2024,SAC,ATL,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,SAC,Successful,4,04:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400135_20241101_214022
11/01/2024,LAL,TOR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,TOR,Unsuccessful,4,01:16.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400137_20241101_215615
11/01/2024,OKC,POR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,1,06:49.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400140_20241101_222212
11/01/2024,DEN,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DEN,Unsuccessful,3,01:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400139_20241101_232016
11/01/2024,OKC,POR,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,OKC,Successful,3,10:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400140_20241101_232439
11/02/2024,BOS,CHA,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,CHA,Successful,3,06:21.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400141_20241102_193232
11/02/2024,BOS,CHA,Challenge of Called Foul,Loose Ball Foul,Overturned,Loose Ball Foul,BOS,Successful,4,07:21.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400141_20241102_195850
11/02/2024,GSW,HOU,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,HOU,Unsuccessful,3,09:11.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400144_20241102_213101
11/02/2024,SAC,TOR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,SAC,Unsuccessful,4,08:00.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400143_20241102_215705
11/02/2024,SAC,TOR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,TOR,Unsuccessful,4,03:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400143_20241102_220701
11/02/2024,POR,PHX,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,POR,Successful,1,06:49.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400149_20241102_221849
11/02/2024,GSW,HOU,Challenge of Called Foul,Defensive Foul,Stands,Loose Ball Foul,GSW,Unsuccessful,4,01:47.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400144_20241102_222620
11/02/2024,POR,PHX,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,PHX,Successful,1,02:43.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400149_20241102_222953
11/02/2024,UTA,DEN,Challenge OOB,Home Team Ball,Stands,Home Team Ball,UTA,Unsuccessful,2,05:19.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400148_20241102_230725
11/02/2024,OKC,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),LAC,Successful,3,09:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400150_20241103_000052
11/02/2024,POR,PHX,Challenge OOB,Home Team Ball,Stands,Home Team Ball,POR,Unsuccessful,4,04:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400149_20241103_000357
11/02/2024,OKC,LAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAC,Unsuccessful,4,05:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400150_20241103_003957
11/02/2024,MIA,WAS,Challenge OOB,Home Team Ball,Stands,Home Team Ball,MIA,Unsuccessful,3,04:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/
11/03/2024,DET,BKN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,BKN,Successful,4,05:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400151_20241103_175011
11/03/2024,ORL,DAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DAL,Unsuccessful,1,01:02.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400153_20241103_200339
11/03/2024,ORL,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),ORL,Successful,2,06:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400153_20241103_202506
11/04/2024,MIL,CLE,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,2,01:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400154_20241104_194925
11/04/2024,MEM,BKN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BKN,Unsuccessful,2,08:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400158_20241104_203819
11/04/2024,LAL,DET,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DET,Successful,3,01:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400156_20241104_210701
11/04/2024,NYK,HOU,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,HOU,Successful,2,11:16.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400161_20241104_211528
11/04/2024,MEM,BKN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MEM,Successful,3,07:16.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400158_20241104_212021
11/04/2024,UTA,CHI,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CHI,Unsuccessful,2,03:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400160_20241104_211929
11/04/2024,CHA,MIN,Challenge OOB,Home Team Ball,Stands,Home Team Ball,CHA,Unsuccessful,2,02:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400162_20241104_214731
11/04/2024,IND,DAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DAL,Unsuccessful,1,07:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400165_20241104_215555
11/04/2024,SAC,MIA,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,SAC,Unsuccessful,4,08:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400159_20241104_220647
11/04/2024,IND,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,IND,Successful,2,09:29.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400165_20241104_222116
11/04/2024,CHA,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,MIN,Successful,4,11:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400162_20241104_224819
11/04/2024,ORL,OKC,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,OKC,Successful,3,00:35.5,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400163_20241104_225109
11/04/2024,PHI,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),PHX,Successful,2,05:02.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400167_20241104_225830
11/04/2024,ORL,OKC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,4,03:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400163_20241104_232204
11/04/2024,POR,NOP,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,NOP,Unsuccessful,4,04:34.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400164_20241104_232828
11/04/2024,PHI,PHX,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,PHI,Successful,4,04:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400167_20241105_001744
11/06/2024,NYK,ATL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,NYK,Successful,1,02:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400171_20241106_195957
11/06/2024,LAL,MEM,Challenge of Called Foul,Offensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,LAL,Successful,2,07:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400174_20241106_205040
11/06/2024,CLE,NOP,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,CLE,Successful,2,05:22.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400175_20241106_205253
11/06/2024,NYK,ATL,Challenge Goaltending/BI,Goaltending,Overturned,Inadvertent Whistle - Away Team Gains Possession,NYK,Successful,4,02:46.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400171_20241106_214011
11/06/2024,GSW,BOS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BOS,Unsuccessful,4,05:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400172_20241106_214144
11/06/2024,SAS,HOU,Challenge Goaltending/BI,Basket Interference,Overturned,Successful Field Goal,SAS,Successful,4,11:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400173_20241106_214448
11/06/2024,CLE,NOP,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),CLE,Successful,3,00:56.3,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400175_20241106_214440
11/06/2024,CLE,NOP,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,NOP,Unsuccessful,4,07:44.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400175_20241106_220111
11/06/2024,MIA,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,PHX,Successful,3,08:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400178_20241106_222342
11/06/2024,MIA,PHX,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHX,Unsuccessful,4,05:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400178_20241106_230042
11/06/2024,OKC,DEN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,4,00:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400177_20241106_232602
11/06/2024,PHI,LAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHI,Unsuccessful,3,02:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400179_20241106_235716
11/07/2024,MIN,CHI,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,CHI,Successful,3,07:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400181_20241107_212614
11/07/2024,MIN,CHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,MIN,Successful,4,08:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400181_20241107_215148
11/07/2024,POR,SAS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,4,06:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400183_20241107_220105
11/08/2024,ATL,DET,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,DET,Successful,2,10:53.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400185_20241108_194213
11/08/2024,MIL,NYK,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,MIL,Successful,1,09:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400189_20241108_194622
11/08/2024,NOP,ORL,Challenge Goaltending/BI,Goaltending,Overturned,Inadvertent Whistle - Home Team Gains Possession,ORL,Successful,2,00:17.1,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400186_20241108_200616
11/08/2024,ATL,DET,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,ATL,Unsuccessful,2,00:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400185_20241108_201104
11/08/2024,BKN,BOS,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,BOS,Successful,3,06:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400187_20241108_210012
11/08/2024,MIL,NYK,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIL,Unsuccessful,3,07:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400189_20241108_210244
11/08/2024,GSW,CLE,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,3,02:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400188_20241108_211454
11/08/2024,PHX,DAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHX,Unsuccessful,3,02:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400190_20241108_212053
11/08/2024,HOU,OKC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,OKC,Successful,3,11:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400192_20241108_212349
11/08/2024,PHX,DAL,Challenge OOB,Away Team Ball,Stands,Away Team Ball,DAL,Unsuccessful,4,09:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400190_20241108_213611
11/08/2024,WAS,MEM,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,WAS,Unsuccessful,3,02:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400191_20241108_215223
11/08/2024,POR,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,2,03:55.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400193_20241108_220047
11/08/2024,PHI,LAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,LAL,Successful,1,10:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400195_20241108_221644
11/08/2024,WAS,MEM,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,MEM,Successful,4,04:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400191_20241108_222451
11/08/2024,LAC,SAC,Challenge OOB,Jump Ball,Overturned,Away Team Ball,LAC,Successful,2,11:02.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400196_20241108_224306
11/08/2024,POR,MIN,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,POR,Unsuccessful,4,06:58.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400193_20241108_230303
11/08/2024,MIA,DEN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MIA,Successful,4,05:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400194_20241108_230443
11/08/2024,LAC,SAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,SAC,Unsuccessful,3,11:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400196_20241108_232400
11/08/2024,PHI,LAL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,PHI,Successful,4,08:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400195_20241109_000725
